compound_id,pdb_id,kinase,resolution_angstrom,year,log_kd,source,data_type,measurement_method,assay_type,measurement_value,measurement_unit,organism,bioassay_id,measurement_type,drug_name,ic50_nm,compound_name,ki_nm,log_ki,publication_year,authors
PDB_05168,PDB05168,RET,3.8,2018.0,-9.5,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05169,PDB05169,RET,1.9,2024.0,3.5,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05170,PDB05170,RET,2.7,2022.0,-7.5,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05171,PDB05171,RET,2.4,2024.0,-6.5,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05172,PDB05172,RET,1.8,2018.0,-9.5,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05173,PDB05173,RET,3.7,2017.0,0.0,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05174,PDB05174,MET,1.9,2019.0,1.0,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05175,PDB05175,MET,1.8,2023.0,-2.0,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05176,PDB05176,MET,3.4,2019.0,-4.0,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05177,PDB05177,MET,3.1,2016.0,-10.5,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05178,PDB05178,MET,3.4,2019.0,1.0,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05179,PDB05179,MET,3.4,2019.0,-9.0,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05180,PDB05180,MET,2.1,2021.0,-8.0,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05181,PDB05181,MET,2.4,2019.0,-4.0,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
PDB_05182,PDB05182,MET,2.2,2017.0,-10.0,RCSB_PDB,crystal_structure,X-ray_diffraction,,,,,,,,,,,,,
CHEMBL_000000,,ABL1,,2014.0,,ChEMBL,bioactivity,fluorescence,IC50,2.7449999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000001,,ABL1,,2010.0,,ChEMBL,bioactivity,radiometric,Ki,2.625,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000002,,ABL1,,2021.0,,ChEMBL,bioactivity,ELISA,EC50,2.605,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000003,,ABL1,,2022.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.76,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000004,,ABL1,,2023.0,,ChEMBL,bioactivity,fluorescence,IC50,2.515,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000005,,ABL1,,2019.0,,ChEMBL,bioactivity,radiometric,Ki,2.47,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000006,,ABL1,,2012.0,,ChEMBL,bioactivity,ELISA,EC50,2.435,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000007,,ABL1,,2015.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.4,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000008,,ABL1,,2022.0,,ChEMBL,bioactivity,fluorescence,IC50,2.535,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000009,,ABL1,,2018.0,,ChEMBL,bioactivity,radiometric,Ki,2.6900000000000004,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000010,,ABL1,,2016.0,,ChEMBL,bioactivity,ELISA,EC50,2.78,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000011,,ABL1,,2013.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.865,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000012,,ABL1,,2017.0,,ChEMBL,bioactivity,fluorescence,IC50,2.535,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000013,,ABL1,,2011.0,,ChEMBL,bioactivity,radiometric,Ki,2.655,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000014,,ABL1,,2021.0,,ChEMBL,bioactivity,ELISA,EC50,2.8299999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000015,,ABL1,,2014.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.845,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000016,,ABL1,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,2.68,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000017,,ABL1,,2017.0,,ChEMBL,bioactivity,radiometric,Ki,2.71,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000018,,ABL1,,2011.0,,ChEMBL,bioactivity,ELISA,EC50,2.605,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000019,,ABL1,,2013.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.565,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000020,,ABL1,,2012.0,,ChEMBL,bioactivity,fluorescence,IC50,2.76,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000021,,ABL1,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,2.8549999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000022,,ABL1,,2011.0,,ChEMBL,bioactivity,ELISA,EC50,2.405,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000023,,ABL1,,2013.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.7899999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000024,,ABL1,,2014.0,,ChEMBL,bioactivity,fluorescence,IC50,2.545,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000025,,ABL1,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,2.445,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000026,,ABL1,,2022.0,,ChEMBL,bioactivity,ELISA,EC50,2.734999999999999,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000027,,ABL1,,2015.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.475,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000028,,ABL1,,2017.0,,ChEMBL,bioactivity,fluorescence,IC50,2.734999999999999,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000029,,ABL1,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,2.605,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000030,,ABL1,,2011.0,,ChEMBL,bioactivity,ELISA,EC50,2.755,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000031,,ABL1,,2010.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.45,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000032,,ABL1,,2024.0,,ChEMBL,bioactivity,fluorescence,IC50,2.52,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000033,,ABL1,,2022.0,,ChEMBL,bioactivity,radiometric,Ki,2.51,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000034,,ABL1,,2013.0,,ChEMBL,bioactivity,fluorescence,IC50,3.0256,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000035,,ABL1,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,3.0938,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000036,,ABL1,,2023.0,,ChEMBL,bioactivity,ELISA,EC50,3.3046,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000037,,ABL1,,2012.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.3913999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000038,,ABL1,,2010.0,,ChEMBL,bioactivity,fluorescence,IC50,3.2860000000000005,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000039,,ABL1,,2012.0,,ChEMBL,bioactivity,radiometric,Ki,2.9884,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000040,,ABL1,,2023.0,,ChEMBL,bioactivity,ELISA,EC50,3.5216,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000041,,ABL1,,2012.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.1434,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000042,,ABL1,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,3.3232000000000004,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000043,,ABL1,,2022.0,,ChEMBL,bioactivity,radiometric,Ki,3.4534,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000044,,ABL1,,2019.0,,ChEMBL,bioactivity,ELISA,EC50,3.1248,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000045,,ABL1,,2014.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.5587999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000046,,ABL1,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,3.3852,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000047,,ABL1,,2020.0,,ChEMBL,bioactivity,radiometric,Ki,3.2860000000000005,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000048,,ABL1,,2019.0,,ChEMBL,bioactivity,ELISA,EC50,3.0318,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000049,,ABL1,,2013.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.0876,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000050,,ABL1,,2016.0,,ChEMBL,bioactivity,fluorescence,IC50,3.4471999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000051,,ABL1,,2022.0,,ChEMBL,bioactivity,radiometric,Ki,3.4844,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000052,,ABL1,,2018.0,,ChEMBL,bioactivity,ELISA,EC50,2.9946,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000053,,ABL1,,2022.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.4534,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000054,,ABL1,,2022.0,,ChEMBL,bioactivity,fluorescence,IC50,3.4534,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000055,,ABL1,,2015.0,,ChEMBL,bioactivity,radiometric,Ki,3.069,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000056,,ABL1,,2018.0,,ChEMBL,bioactivity,ELISA,EC50,3.1496,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000057,,ABL1,,2010.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.007,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000058,,ABL1,,2018.0,,ChEMBL,bioactivity,fluorescence,IC50,3.4905999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000059,,ABL1,,2011.0,,ChEMBL,bioactivity,radiometric,Ki,3.3232000000000004,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000060,,ABL1,,2022.0,,ChEMBL,bioactivity,ELISA,EC50,3.2674000000000003,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000061,,ABL1,,2024.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.4347999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000062,,ABL1,,2019.0,,ChEMBL,bioactivity,fluorescence,IC50,3.4658,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000063,,ABL1,,2010.0,,ChEMBL,bioactivity,radiometric,Ki,3.534,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000064,,ABL1,,2019.0,,ChEMBL,bioactivity,ELISA,EC50,3.1868000000000003,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000065,,ABL1,,2016.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.9512,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000066,,ABL1,,2012.0,,ChEMBL,bioactivity,fluorescence,IC50,2.9574,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000067,,ABL1,,2016.0,,ChEMBL,bioactivity,radiometric,Ki,3.0442,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000068,,ABL1,,2023.0,,ChEMBL,bioactivity,ELISA,EC50,3.4286,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000069,,ABL1,,2016.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.3541999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000070,,ABL1,,2020.0,,ChEMBL,bioactivity,fluorescence,IC50,3.1,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000071,,ABL1,,2011.0,,ChEMBL,bioactivity,radiometric,Ki,2.9822,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000072,,ABL1,,2024.0,,ChEMBL,bioactivity,ELISA,EC50,3.5277999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000073,,ABL1,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.0628,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000074,,ABL1,,2024.0,,ChEMBL,bioactivity,fluorescence,IC50,3.4037999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000075,,ABL1,,2022.0,,ChEMBL,bioactivity,radiometric,Ki,3.5153999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000076,,ABL1,,2020.0,,ChEMBL,bioactivity,ELISA,EC50,3.069,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000077,,ABL1,,2019.0,,ChEMBL,bioactivity,fluorescence,IC50,3.0464,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000078,,ABL1,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,2.7215999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000079,,ABL1,,2019.0,,ChEMBL,bioactivity,ELISA,EC50,3.2143999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000080,,ABL1,,2020.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.912,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000081,,ABL1,,2017.0,,ChEMBL,bioactivity,fluorescence,IC50,2.6992,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000082,,ABL1,,2010.0,,ChEMBL,bioactivity,radiometric,Ki,2.744,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000083,,ABL1,,2014.0,,ChEMBL,bioactivity,ELISA,EC50,2.8504,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000084,,ABL1,,2014.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.8504,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000085,,ABL1,,2018.0,,ChEMBL,bioactivity,fluorescence,IC50,2.6767999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000086,,ABL1,,2013.0,,ChEMBL,bioactivity,radiometric,Ki,2.7887999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000087,,ABL1,,2016.0,,ChEMBL,bioactivity,ELISA,EC50,2.6935999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000088,,ABL1,,2012.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.007199999999999,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000089,,ABL1,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,2.7495999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000090,,ABL1,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,3.0464,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000091,,ABL1,,2017.0,,ChEMBL,bioactivity,ELISA,EC50,2.7832,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000092,,ABL1,,2023.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.2087999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000093,,ABL1,,2013.0,,ChEMBL,bioactivity,fluorescence,IC50,3.0967999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000094,,ABL1,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,2.9064,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000095,,ABL1,,2020.0,,ChEMBL,bioactivity,ELISA,EC50,2.912,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000096,,ABL1,,2022.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.8672,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000097,,ABL1,,2019.0,,ChEMBL,bioactivity,fluorescence,IC50,3.1023999999999994,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000098,,ABL1,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,3.1415999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000099,,ABL1,,2011.0,,ChEMBL,bioactivity,ELISA,EC50,2.6935999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000100,,ABL1,,2014.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.9064,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000101,,ABL1,,2010.0,,ChEMBL,bioactivity,fluorescence,IC50,2.856,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000102,,ABL1,,2011.0,,ChEMBL,bioactivity,radiometric,Ki,3.1975999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000103,,ABL1,,2012.0,,ChEMBL,bioactivity,ELISA,EC50,3.0352,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000104,,ABL1,,2015.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.856,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000105,,ABL1,,2014.0,,ChEMBL,bioactivity,fluorescence,IC50,3.2143999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000106,,ABL1,,2012.0,,ChEMBL,bioactivity,radiometric,Ki,2.7832,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000107,,ABL1,,2020.0,,ChEMBL,bioactivity,ELISA,EC50,2.772,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000108,,ABL1,,2014.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.8784,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000109,,ABL1,,2018.0,,ChEMBL,bioactivity,fluorescence,IC50,3.2087999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000110,,ABL1,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,3.0464,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000111,,ABL1,,2015.0,,ChEMBL,bioactivity,ELISA,EC50,2.884,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000112,,ABL1,,2020.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.1639999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000113,,ABL1,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,3.1975999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000114,,ABL1,,2011.0,,ChEMBL,bioactivity,radiometric,Ki,3.0855999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000115,,ABL1,,2015.0,,ChEMBL,bioactivity,ELISA,EC50,2.94,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000116,,ABL1,,2015.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.9959999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000117,,ABL1,,2016.0,,ChEMBL,bioactivity,fluorescence,IC50,2.8895999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000118,,ABL1,,2019.0,,ChEMBL,bioactivity,radiometric,Ki,2.7664,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000119,,ABL1,,2023.0,,ChEMBL,bioactivity,ELISA,EC50,3.2087999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000120,,ABL1,,2021.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.7495999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000121,,ABL1,,2015.0,,ChEMBL,bioactivity,fluorescence,IC50,2.856,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000122,,ABL1,,2024.0,,ChEMBL,bioactivity,radiometric,Ki,3.158399999999999,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000123,,ABL1,,2017.0,,ChEMBL,bioactivity,ELISA,EC50,3.2031999999999994,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000124,,ABL1,,2018.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.0407999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000125,,ABL1,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,2.7775999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000126,,ABL1,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,3.8569999999999993,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000127,,ABL1,,2020.0,,ChEMBL,bioactivity,radiometric,Ki,3.4299999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000128,,ABL1,,2023.0,,ChEMBL,bioactivity,ELISA,EC50,3.626,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000129,,ABL1,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.528,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000130,,ABL1,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,3.822,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000131,,ABL1,,2019.0,,ChEMBL,bioactivity,radiometric,Ki,3.808,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000132,,ABL1,,2018.0,,ChEMBL,bioactivity,ELISA,EC50,3.731,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000133,,ABL1,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.9129999999999994,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000134,,ABL1,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,3.891999999999999,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000135,,ABL1,,2013.0,,ChEMBL,bioactivity,radiometric,Ki,3.941,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000136,,ABL1,,2018.0,,ChEMBL,bioactivity,ELISA,EC50,3.696,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000137,,ABL1,,2022.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.549,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000138,,ABL1,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,3.647,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000139,,ABL1,,2015.0,,ChEMBL,bioactivity,radiometric,Ki,3.605,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000140,,ABL1,,2012.0,,ChEMBL,bioactivity,ELISA,EC50,3.9689999999999994,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000141,,ABL1,,2022.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.758999999999999,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000142,,ABL1,,2020.0,,ChEMBL,bioactivity,fluorescence,IC50,3.605,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000143,,ABL1,,2023.0,,ChEMBL,bioactivity,radiometric,Ki,3.871,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000144,,ABL1,,2021.0,,ChEMBL,bioactivity,ELISA,EC50,3.472,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000145,,ABL1,,2018.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.381,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000146,,ABL1,,2022.0,,ChEMBL,bioactivity,fluorescence,IC50,3.794000000000001,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000147,,ABL1,,2015.0,,ChEMBL,bioactivity,radiometric,Ki,3.5700000000000003,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000148,,ABL1,,2021.0,,ChEMBL,bioactivity,ELISA,EC50,3.927,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000149,,ABL1,,2013.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.941,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000150,,ABL1,,2016.0,,ChEMBL,bioactivity,fluorescence,IC50,3.8569999999999993,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000151,,ABL1,,2019.0,,ChEMBL,bioactivity,radiometric,Ki,3.493,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000152,,ABL1,,2021.0,,ChEMBL,bioactivity,ELISA,EC50,3.472,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000153,,ABL1,,2024.0,,ChEMBL,bioactivity,kinase_assay,Kd,4.018,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000154,,ABL1,,2013.0,,ChEMBL,bioactivity,fluorescence,IC50,3.766,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000155,,ABL1,,2018.0,,ChEMBL,bioactivity,radiometric,Ki,3.941,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000156,,ABL1,,2014.0,,ChEMBL,bioactivity,ELISA,EC50,3.878,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000157,,ABL1,,2014.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.528,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000158,,ABL1,,2012.0,,ChEMBL,bioactivity,fluorescence,IC50,3.339,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000159,,ABL1,,2010.0,,ChEMBL,bioactivity,radiometric,Ki,3.814999999999999,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000160,,ABL1,,2014.0,,ChEMBL,bioactivity,ELISA,EC50,3.353,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000161,,ABL1,,2010.0,,ChEMBL,bioactivity,kinase_assay,Kd,3.814999999999999,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000162,,ABL1,,2022.0,,ChEMBL,bioactivity,fluorescence,IC50,3.409,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000163,,ABL1,,2020.0,,ChEMBL,bioactivity,radiometric,Ki,3.885,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000164,,ABL1,,2017.0,,ChEMBL,bioactivity,fluorescence,IC50,2.2088,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000165,,ABL1,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,2.1516,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000166,,ABL1,,2021.0,,ChEMBL,bioactivity,ELISA,EC50,2.4904,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000167,,ABL1,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.4376,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000168,,ABL1,,2016.0,,ChEMBL,bioactivity,fluorescence,IC50,2.3584000000000005,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000169,,ABL1,,2011.0,,ChEMBL,bioactivity,radiometric,Ki,2.0944000000000003,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000170,,ABL1,,2021.0,,ChEMBL,bioactivity,ELISA,EC50,2.2044,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000171,,ABL1,,2017.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.5168,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000172,,ABL1,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,2.4024,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000173,,ABL1,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,2.4464,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000174,,ABL1,,2022.0,,ChEMBL,bioactivity,ELISA,EC50,2.2748000000000004,nM,Homo_sapiens,,,,,,,,,
CHEMBL_000175,,ABL1,,2013.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.1692,nM,Homo_sapiens,,,,,,,,,
